Nama Kelompok,Nama komoditi,Tahun,Masukan,Keluaran,Impor,Ekpor,Perubahan stok,Pakan,Bibit,Makanan,Bukan makanan,Tercecer,Penggunaan lain,Bahan makanan,Kg tahun,Gram hari,Kalori hari,Protein hari,Lemak hari,Status angka,Kd uraian,Create at
Sayur-sayuran,Kubis/Kol,2014,0,1436,2,25,0,0,0,0,0,79,,1334,5.29,14.49,2,0.11,0.02,,,04/01/2023 - 08:59
Sayur-sayuran,Tomat,2014,0,916,10,0,0,0,7,0,0,82,,838,3.32,9.1,2,0.08,0.03,,,04/01/2023 - 08:59
Sayur-sayuran,Wortel,2014,0,496,42,0,0,0,0,0,0,13,,524,2.08,5.69,1,0.04,0.02,,,04/01/2023 - 08:59
Sayur-sayuran,Cabe,2014,0,1875,175,3,0,0,15,0,0,108,,1925,7.63,20.91,5,0.15,0.05,,,04/01/2023 - 08:59
Sayur-sayuran,Terong,2014,0,557,0,1,0,0,4,0,0,14,,538,2.13,5.84,2,0.08,0.03,,,04/01/2023 - 08:59
Sayur-sayuran,Petsai/Sawi,2014,0,602,0,0,0,0,0,0,0,15,,588,2.33,6.38,0,0.03,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2014,0,585,0,0,0,0,4,0,0,14,,566,2.25,6.15,1,0.07,0.03,,,04/01/2023 - 08:59
Sayur-sayuran,Kangkung,2014,0,320,0,0,0,0,2,0,0,8,,310,1,3,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Kangkung,2014,0,320,0,0,0,0,2,0,0,8,,310,1.23,3.36,0,0.05,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Lobak,2014,0,32,0,0,0,0,0,0,0,1,,31,0.12,0.33,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Labu Siam,2014,0,358,0,0,0,0,2,0,0,10,,346,1.37,3.76,1,0.02,0,,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah berkulit,2014,0,1029,94,2,0,0,0,1065,0,56,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2014,1065,639,160,4,0,0,20,68,16,40,,651,2.58,7.08,32,1.79,3.03,,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2014,0,955,1993,41,0,10,34,0,200,145,,2517,9.98,27.35,104,11.05,4.57,,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2014,0,245,0,0,0,5,6,0,0,12,,221,0.88,2.4,8,0.49,0.04,,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2014,0,12024,1,353,0,0,0,7387,6,426,,3853,15.28,41.86,80,0.75,7.7,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2014,7386.6125,1846.6531,0.4478,53.8019,0,0,0,1724.796,48.956,19.546959,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Tanah/Minyak,2014,68,35,0,0,0,0,0,0,0,0,,35,0.14,0.38,3,0,0.38,,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah berkulit,2015,0,995,70,3,0,0,0,1009,0,53,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2015,1009,605,129,6,0,0,18,62,0,36,,612,2.4,6.56,30,1.66,2.81,,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2015,0,963,2283,1,0,11,38,0,220,162,,2814,11.01,30.18,115,12.19,5.04,,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2015,0,271,0,0,0,5,7,0,0,14,,245,0.96,2.63,9,0.53,0.05,,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2015,0,11683,1,372,0,0,0,7159,38,413,,3702,14.49,39.7,76,0.72,7.3,,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2014,0,318,3,0,0,0,1,0,0,9,,311,1.23,3.38,1,0.07,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2014,0,134,0,0,0,0,1,0,0,4,,130,0.52,1.41,0,0.01,0,,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Putih,2014,17,12,495,0,0,0,1,0,0,36,,469,1.86,5.1,4,0.18,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Kembang Kol,2014,0,137,0,0,0,0,0,0,0,4,,133,0.53,1.44,0,0.02,0,,,04/01/2023 - 08:59
Sayur-sayuran,Jamur,2014,0,37,5,6,0,0,0,0,0,12,,36,0.14,0.39,0,0.04,0,,,04/01/2023 - 08:59
Sayur-sayuran,Melinjo,2014,0,198,0,0,0,0,0,0,0,5,,192,0.76,2.09,1,0.06,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Petai,2014,0,230,0,0,0,0,0,0,0,6,,224,0.89,2.44,0,0.03,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Jengkol,2014,0,54,0,0,0,0,0,0,0,12,,52,0.21,0.57,1,0.03,0,,,04/01/2023 - 08:59
Sayur-sayuran,Lainnya sayur-sayuran,2014,0,7,0,0,0,0,0,0,0,0,,7,0.03,0.07,0,0.02,0,,,04/01/2023 - 08:59
Sayur-sayuran,Ketimun,2016,0,493,0,0,0,0,4,0,0,12,,477,1.84,5.05,0,0.01,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Merah,2016,0,0,0,0,0,0,0,0,0,0,,0,0.38,1.04,3,0.14,0.02,1,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Merah,2016,0,103,0,0,0,0,3,0,0,3,,98,0.38,1.04,3,0.14,0.02,1,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Merah,2015,0,42,1,0,0,0,1,0,0,12,,41,0.16,0.44,1,0.06,0.01,,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2015,7159,1790,1,48,0,0,0,1672,51,19,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Tanah/Minyak,2015,62,32,0,0,0,0,0,0,0,0,,32,0.13,0.35,3,0,0.35,,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah berkulit,2016,0,972,15,2,0,0,0,935,0,49,,0,0,0,0,0,0,1,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2016,935,561,35,3,0,0,19,50,0,30,,494,1.91,5.23,24,1.32,2.24,1,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2016,0,886,582,2,0,5,34,0,226,73,,1128,4.36,11.94,45,4.82,1.99,1,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2016,0,279,0,0,0,6,7,0,0,14,,252,0.98,2.67,9,0.54,0.05,1,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2016,7109,1777,0,12,0,0,0,1694,52,19,,0,0,0,0,0,0,1,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Tanah/Minyak,2016,50,26,0,0,0,0,0,0,0,0,,26,0.1,0.28,3,0,0.28,1,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Panjang,2015,0,396,0,0,0,0,2,0,0,11,,383,1.5,4.11,1,0.09,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Kentang,2015,0,1219,94,7,0,0,16,0,0,66,,1225,4.8,13.14,6,0.2,0.02,,,04/01/2023 - 08:59
Sayur-sayuran,Kubis/Kol,2015,0,1443,4,39,0,0,0,0,0,79,,1330,5.21,14.27,2,0.11,0.02,,,04/01/2023 - 08:59
Sayur-sayuran,Tomat,2015,0,878,12,0,0,0,6,0,0,79,,804,3.15,8.63,2,0.08,0.02,,,04/01/2023 - 08:59
Sayur-sayuran,Cabe,2015,0,1973,208,6,0,0,15,0,0,115,,2045,8,21.93,5,0.16,0.06,,,04/01/2023 - 08:59
Sayur-sayuran,Terong,2015,0,514,0,1,0,0,4,0,0,13,,497,1.94,5.33,2,0.07,0.03,,,04/01/2023 - 08:59
Sayur-sayuran,Petsai/Sawi,2015,0,600,0,0,0,0,0,0,0,15,,585,2.29,6.28,0,0.03,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2015,0,512,0,0,0,0,4,0,0,13,,496,1.94,5.32,1,0.06,0.02,,,04/01/2023 - 08:59
Sayur-sayuran,Kangkung,2015,0,305,0,0,0,0,2,0,0,8,,295,1.16,3.17,0,0.05,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Lobak,2015,0,21,0,0,0,0,0,0,0,1,,21,0.08,0.22,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Labu Siam,2015,0,431,0,1,0,0,2,0,0,12,,417,1.63,4.47,1,0.02,0,,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2015,0,291,3,0,0,0,1,0,0,8,,285,1.11,3.05,1,0.06,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2015,0,150,0,0,0,0,1,0,0,4,,145,0.57,1.56,0,0.01,0,,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Putih,2015,20,1443,483,0,0,0,15,0,0,35,,460,1.8,4.94,4,0.17,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Kembang Kol,2015,0,118,0,0,0,0,0,0,0,3,,116,0.45,1.24,0,0.02,0,,,04/01/2023 - 08:59
Sayur-sayuran,Jamur,2015,0,33,6,7,0,0,0,0,0,1,,31,0.12,0.34,0,0.03,0,,,04/01/2023 - 08:59
Sayur-sayuran,Melinjo,2015,0,213,0,0,0,0,0,0,0,6,,207,0.81,2.22,1,0.07,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Petai,2015,0,261,0,0,0,0,0,0,0,7,,254,1,2.73,1,0.04,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Jengkol,2015,0,59,0,0,0,0,0,0,0,2,,57,0.22,0.61,1,0.03,0,,,04/01/2023 - 08:59
Sayur-sayuran,Lainnya sayur-sayuran,2015,0,6,0,0,0,0,0,0,0,0,,5,0.02,0.06,0,0.01,0,,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Merah,2015,0,42,1,0,0,0,1,0,0,1,,41,0.16,0.44,1,0.06,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Tomat,2016,0,883,11,0,0,0,6,0,0,79,,809,3.13,8.57,2,0.08,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Panjang,2016,0,465,0,0,0,0,2,0,0,13,,450,1.74,4.77,1,0.1,0.02,1,,04/01/2023 - 08:59
Sayur-sayuran,Kentang,2016,0,1405,19,6,0,0,17,0,0,71,,1330,5.14,14.09,6,0.21,0.02,1,,04/01/2023 - 08:59
Sayur-sayuran,Wortel,2016,0,511,9,0,0,0,0,0,0,13,,507,1.96,5.37,1,0.04,0.02,1,,04/01/2023 - 08:59
Sayur-sayuran,Cabe,2016,0,2100,53,4,0,0,15,0,0,113,,2020,7.81,21.39,5,0.15,0.05,1,,04/01/2023 - 08:59
Sayur-sayuran,Kangkung,2016,0,333,0,0,0,0,2,0,0,9,,323,1.25,3.42,0,0.05,0.01,1,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2016,0,332,1,0,0,0,1,0,0,9,,322,1.24,3.41,1,0.07,0.01,1,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2016,0,140,0,0,0,0,1,0,0,4,,136,0.52,1.43,0,0.01,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Jamur,2016,0,36,1,5,0,0,0,0,0,1,,31,0.12,0.33,0,0.03,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Melinjo,2016,0,200,0,0,0,0,0,0,0,5,,195,0.75,2.06,1,0.06,0.01,1,,04/01/2023 - 08:59
Sayur-sayuran,Lainnya sayur-sayuran,2016,0,7,0,0,0,0,0,0,0,0,,7,0.03,0.07,0,0.02,0,1,,04/01/2023 - 08:59
Padi - Padian,Gabah,2015,0,75398,1,0,0,332,700,70296,0,4072,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Padi - Padian,Beras,2015,70296,44104,860,1,-259,77,0,0,66,1131,,43949,172.04,471.34,1707,39.97,6.83,0,,04/01/2023 - 08:59
Padi - Padian,Jagung,2015,0,19612,3479,246,0,3710,88,0,8250,1142,,9654,37.79,103.54,298,7.72,3.63,0,,04/01/2023 - 08:59
Padi - Padian,Jagung basah,2015,0,2459,3,79,0,0,0,0,1963,0,,419,1.64,4.49,0.45,0.01,0,0,,04/01/2023 - 08:59
Padi - Padian,Gandum,2015,0,0,7418,0,0,0,0,7349,69,0,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Padi - Padian,Tepung Gandum,2015,7349,5291,120,79,0,0,0,0,127,15,,5189,20.31,55.65,185,5.01,0.56,0,,04/01/2023 - 08:59
Padi - Padian,Gabah,2016,0,79354,2,0,0,349,816,73906,0,4285,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Padi - Padian,Beras,2016,73906,46368,1281,1,400,80,0,0,134,1181,,45853,177.38,485.98,1754,46.62,7.78,0,,04/01/2023 - 08:59
Padi - Padian,Jagung,2014,0,19008,3348,43,0,1339,87,0,4817,1116,,14956,59.31,162.49,468,12.11,5.7,0,,04/01/2023 - 08:59
Telur,Telur Ayam Buras,2014,0,185,0,0,0,0,46,0,0,7,,131,0.52,1.43,2,0.12,0.14,,,04/01/2023 - 08:59
Telur,Telur Ayam Ras,2014,0,1244,2,0,0,0,0,0,0,26,,1220,4.84,13.26,16,1.32,1.15,,,04/01/2023 - 08:59
Telur,Telur Ayam Buras,2015,0,191,0,0,0,0,48,0,0,7,,136,0.53,1.45,2,0.12,0.14,,,04/01/2023 - 08:59
Telur,Telur Ayam Ras,2015,0,1373,1,0,0,0,0,0,0,28,,1346,5.27,14.44,18,1.43,1.25,,,04/01/2023 - 08:59
Telur,Telur Itik,2015,0,279,0,0,0,0,38,0,0,11,,230,0.9,2.47,4,0.25,0.32,,,04/01/2023 - 08:59
Telur,Telur Ayam Buras,2016,0,196,0,0,0,0,49,0,0,8,,140,0.54,1.48,2,0.12,0.14,1,,04/01/2023 - 08:59
Telur,Telur Ayam Ras,2016,0,1428,0,0,0,0,0,0,0,29,,1399,5.41,14.82,18,1.47,1.28,1,,04/01/2023 - 08:59
Telur,Telur Itik,2016,0,290,0,0,0,0,39,0,0,11,,240,0.93,2.54,4,0.25,0.33,1,,04/01/2023 - 08:59
Daging,Daging Sapi,2015,506.7,380,48.22,0,0,0,0,0,0,21,,406,1.59,4.36,9,0.82,0.61,,,04/01/2023 - 08:59
Daging,Daging Sapi,2016,518.48,388.5,114.47,0,0,0,0,0,0,25.15,,477.82,1.85,5.06,10,0.95,0.71,0,,04/01/2023 - 08:59
Daging,Daging Sapi,2017,486,364,119,0,0,0,0,0,0,24,,459,1.76,4.81,10,0.9,0.67,0,,04/01/2023 - 08:59
Daging,Daging Sapi,2015,506.7,379.67,48.22,0,0,0,0,0,0,21.39,,406.49,1.59,4.36,9.02,0.82,0.61,,,04/01/2023 - 08:59
Daging,Daging Kerbau,2015,35.4,24.89,0,0,0,0,0,0,0,1.24,,23.64,0.09,0.25,0.21,0.05,0,,,04/01/2023 - 08:59
Daging,Daging Kerbau,2016,31.9,22.43,0,0,0,0,0,0,0,1.12,,21.3,0.08,0.23,0.19,0.04,0.001,0,,04/01/2023 - 08:59
Daging,Daging Kerbau,2017,32.3,22.71,0,0,0,0,0,0,0,1.14,,21.57,0.08,0.23,0.19,0.04,0,2,,04/01/2023 - 08:59
Daging,Daging Kambing,2015,64.9,44.02,0.11,44.13,0,0,0,0,0,2.21,,41.93,0.16,0.45,0.69,0.07,0.04,,,04/01/2023 - 08:59
Daging,Daging Kambing,2016,67.84,46.02,0,0,0,0,0,0,0,2.3,,43.72,0.17,0.46,0.71,0.08,0.04,0,,04/01/2023 - 08:59
Daging,Daging Kambing,2017,70,47.48,0,0,0,0,0,0,0,2.37,,45.11,0.17,0.47,0.73,0.08,0.04,2,,04/01/2023 - 08:59
Daging,Daging Domba,2015,44.5,32.18,2.62,0,0,0,0,0,0,1.74,,33.06,0.13,0.35,0.92,0.06,0.08,,,04/01/2023 - 08:59
Daging,Daging Kuda,2015,2.2,1.59,0.06,0,0,0,0,0,0,0.08,,1.57,0.01,0.02,0.02,0,0,,,04/01/2023 - 08:59
Daging,Daging Babi,2015,330.2,222.79,0.56,0,0,0,0,0,0,11.17,,212.18,0.83,2.28,9.48,0.3,0.91,,,04/01/2023 - 08:59
Daging,Daging Ayam Buras,2015,0,299.8,0,0,0,0,0,0,0,14.99,,284.81,1.11,3.05,5.35,0.32,0.44,,,04/01/2023 - 08:59
Daging,Daging Ayam Ras,2015,0,1731.1,0,0,0,0,0,0,0,86.56,,1644.55,6.44,17.64,30.89,1.86,2.56,,,04/01/2023 - 08:59
Daging,Daging Itik,2015,0,34.9,2.57,0,0,0,0,0,0,1.87,,35.6,0.14,0.38,0.71,0.03,0.06,,,04/01/2023 - 08:59
Daging,Jeroan semua jenis,2015,0,355.07,2.47,0.04,0,0,0,0,0,0,,357.5,1.4,3.83,4.87,0.6,0.25,,,04/01/2023 - 08:59
Daging,Daging Domba,2016,45.9,33.19,2.1,0,0,0,0,0,0,1.76,,33.53,0.13,0.36,0.92,0.06,0.08,1,,04/01/2023 - 08:59
Daging,Daging Kuda,2016,2.6,1.88,0.08,0,0,0,0,0,0,0.1,,1.86,0.01,0.02,0.02,0,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2015,1.23,794,17,8,0,0,2,0,0,67,,734,0,0,0,0,0,,,04/01/2023 - 08:59
Daging,Daging Babi,2016,339.6,229.13,1.22,0.28,0,0,0,0,0,11.5,,218.57,0.84,2.31,9.64,0.3,0.93,1,,04/01/2023 - 08:59
Daging,Daging Ayam Buras,2016,0,285,0,0.01,0,0,0,0,0,14.25,,270.74,1.05,2.87,5.02,0.3,0.42,1,,04/01/2023 - 08:59
Daging,Daging Ayam Ras,2016,0,2015.8,0,0,0,0,0,0,0,100.79,,1915.01,7.4,20.28,35.52,2.14,2.94,1,,04/01/2023 - 08:59
Daging,Daging Itik,2016,0,41.87,3.5,0,0,0,0,0,0,2.27,,43.1,0.17,0.46,0.85,0.04,0.08,1,,04/01/2023 - 08:59
Daging,Jeroan semua jenis,2016,0,386.05,32.21,0,0,0,0,0,0,0,,418.26,1.62,4.43,5.63,0.7,0.28,1,,04/01/2023 - 08:59
Daging,Daging Domba,2017,54.8,39.63,1.67,0,0,0,0,0,0,2.06,,39.23,0.15,0.41,1.07,0.07,0.09,2,,04/01/2023 - 08:59
Daging,Daging Kuda,2017,2.5,1.81,0.06,0,0,0,0,0,0,0.09,,1.77,0.01,0.02,0.02,0,0,2,,04/01/2023 - 08:59
Daging,Daging Babi,2017,344.2,232.23,0.11,0,0,0,0,0,0,11.62,,220.73,0.84,2.31,9.62,0.3,0.92,2,,04/01/2023 - 08:59
Daging,Daging Ayam Buras,2017,0,296.2,0,0,0,0,0,0,0,14.81,,281.39,1.07,2.94,5.16,0.31,0.43,2,,04/01/2023 - 08:59
Daging,Daging Ayam Ras,2017,0,1962.1,0,0,0,0,0,0,0,98.11,,1864,7.12,19.5,34.16,2.06,2.83,2,,04/01/2023 - 08:59
Daging,Daging Itik,2017,0,43.2,0.62,0,0,0,0,0,0,2.19,,41.63,0.16,0.44,0.82,0.04,0.07,2,,04/01/2023 - 08:59
Daging,Jeroan semua jenis,2017,0,386.21,30.85,0,0,0,0,0,0,0,,417.06,1.59,4.36,5.54,0.68,0.28,2,,04/01/2023 - 08:59
Buah-buahan,Durian,2015,0,996,6,0,0,0,0,0,0,100,,902,3.53,9.67,1,0.01,0.01,,,04/01/2023 - 08:59
Buah-buahan,Jambu,2015,0,288,0,0,0,0,0,0,0,2,,286,1.12,3.07,1,0.02,0.01,,,04/01/2023 - 08:59
Buah-buahan,Mangga,2015,0,2179,0,1,0,0,0,0,0,152,,2025,7.93,21.72,5,0.05,0.02,,,04/01/2023 - 08:59
Buah-buahan,Nanas,2015,0,1730,0,173,0,0,0,0,0,81,,1476,5.78,15.82,2,0.03,0.01,,,04/01/2023 - 08:59
Buah-buahan,Pepaya,2015,0,851,0,0,0,0,0,0,0,53,,798,3.13,8.56,2,0.02,0,,,04/01/2023 - 08:59
Buah-buahan,Pisang,2015,0,7299,0,22,0,0,0,0,0,342,,6935,27.15,74.37,36,0.39,0.12,,,04/01/2023 - 08:59
Buah-buahan,Rambutan,2015,883,0,0,1,0,0,0,0,0,7,,875,3.42,9.38,1,0.01,0.02,,,04/01/2023 - 08:59
Buah-buahan,Salak,2015,0,965,0,2,0,0,0,0,0,65,,898,3.51,9.63,9,0.03,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2015,1229,794,17,8,0,0,2,0,0,67,,734,2.87,7.87,2,0.1,0.02,,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2017,1470,968,0,8,0,0,2,0,0,31,,926,3.54,9.71,3,0.12,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Ketimun,2015,448,0,0,0,0,0,3,0,0,11,,433,1.7,4.65,0,0.01,0,,,04/01/2023 - 08:59
Sayur-sayuran,Ketimun,2016,0,430,0,0,0,0,3,0,0,11,,417,1.61,4.41,0,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Belimbing,2015,0,99,0,0,0,0,0,0,0,1,,98,0.38,1.05,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Belimbing,2015,0,99,0,0,0,0,0,0,0,1,,98,0.38,1.05,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Manggis,2015,0,203,0,38,0,0,0,0,0,1,,164,0.64,1.75,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Ketimun,2015,0,448,0,0,0,0,3,0,0,11,,433,1.7,4.65,0,0.01,0,,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Merah,2015,0,42,1,0,0,0,1,0,0,1,,41,0.16,0.44,1,0.06,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Merah,2016,0,37,1,0,0,0,1,0,0,1,,36,0.14,0.38,1,0.05,0.01,1,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Merah,2016,0,37,1,0,0,0,1,0,0,1,,36,0.14,0.38,1,0.05,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Merah,2017,0,34,0,0,0,0,1,0,0,1,,32,0.12,0.34,1,0.05,0.01,2,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Panjang,2015,0,396,0,0,0,0,2,0,0,11,,383,1.5,4.11,1,0.09,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Panjang,2016,0,388,0,0,0,0,2,0,0,11,,376,1.45,3.98,1,0.08,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Panjang,2017,0,382,0,0,0,0,2,0,0,10,,370,1.41,3.87,1,0.08,0.01,2,,04/01/2023 - 08:59
Sayur-sayuran,Kentang,2015,0,1219,94,7,0,0,16,0,0,11,,383,1.5,4.11,1,0.09,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Kentang,2016,0,1213,97,6,0,0,16,0,0,65,,1224,4.73,12.96,6,0.19,0.02,1,,04/01/2023 - 08:59
Sayur-sayuran,Kentang,2015,0,1219,94,7,0,0,16,0,0,66,,1225,4.8,13.14,6,0.2,0.02,,,04/01/2023 - 08:59
Buah-buahan,Manggis,2015,203,0,0,38,0,0,0,0,0,1,,164,0.64,1.75,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Kentang,2017,0,1235,48,3,0,0,15,0,0,64,,1200,4.58,12.56,6,0.19,0.02,2,,04/01/2023 - 08:59
Buah-buahan,Nangka/cempedak,2015,0,699,0,0,0,0,0,0,0,6,,694,2.72,7.44,1,0.01,0,,,04/01/2023 - 08:59
Buah-buahan,Manggis,2015,0,113,0,0,0,0,0,0,0,1,,112,0.44,1.2,1,0.02,0.01,,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2015,0,59,0,0,0,0,0,0,0,0,,58,0.23,0.63,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Tomat,2017,0,911,8,1,0,0,7,0,0,81,,831,3.17,8.7,2,0.08,0.02,2,,04/01/2023 - 08:59
Sayur-sayuran,Wortel,2015,0,523,45,0,0,0,0,0,0,14,,554,2.17,5.94,2,0.04,0.03,,,04/01/2023 - 08:59
Sayur-sayuran,Wortel,2016,0,538,43,0,0,0,0,0,0,14,,566,2.19,5.99,2,0.04,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Wortel,2017,0,558,0,0,0,0,0,0,0,14,,545,2.08,5.7,1,0.04,0.02,2,,04/01/2023 - 08:59
Buah-buahan,Sukun,2015,0,125,0,0,0,0,0,0,0,1,,124,0.49,1.33,1,0.02,0,,,04/01/2023 - 08:59
Sayur-sayuran,Cabe,2015,0,1915,208,6,0,0,15,0,1,112,,1990,7.79,21.35,5,0.15,0.05,,,04/01/2023 - 08:59
Sayur-sayuran,Cabe,2016,0,1962,225,4,0,0,16,0,0,115,,2053,7.93,21.74,5,0.16,0.06,0,,04/01/2023 - 08:59
Buah-buahan,Apel,2015,0,238,84,0,0,0,0,0,0,3,,320,1.25,3.43,1,0.01,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Petsai/Sawi,2015,0,600,0,0,0,0,0,0,0,15,,585,2.29,6.28,0,0.03,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Petsai/Sawi,2017,0,607,0,0,0,0,0,0,0,15,,592,2.26,6.19,0,0.03,0.01,2,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2015,0,512,0,0,0,0,4,0,0,13,,496,1.94,5.32,1,0.06,0.02,,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2017,0,544,0,0,0,0,4,0,0,13,,527,2.01,5.51,1,0.07,0.03,2,,04/01/2023 - 08:59
Sayur-sayuran,Kangkung,2015,0,305,0,0,0,0,2,0,0,8,,295,1.16,3.17,0,0.05,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Kangkung,2016,0,297,0,0,0,0,2,0,0,8,,288,1.11,3.05,0,0.04,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Kangkung,2017,0,306,0,0,0,0,2,0,0,8,,296,1.13,3.1,0,0.04,0.01,2,,04/01/2023 - 08:59
Sayur-sayuran,Lobak,2015,0,21,0,0,0,0,0,0,0,1,,21,0.08,0.22,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Lobak,2016,0,19,0,0,0,0,0,0,0,1,,19,0.07,0.2,0,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Labu Siam,2015,0,431,0,1,0,0,2,0,0,12,,417,1.63,4.47,1,0.02,0,,,04/01/2023 - 08:59
Sayur-sayuran,Labu Siam,2016,0,603,0,1,0,0,3,0,0,17,,584,2.26,6.18,2,0.03,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Jeruk,2016,0,2014,75,1,0,0,0,0,0,82,,2006,7.76,21.26,5,0.08,0.03,0,,04/01/2023 - 08:59
Buah-buahan,Duku,2016,0,206,0,0,0,0,0,0,0,2,,204,0.79,2.17,1,0.01,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2015,0,291,3,0,0,0,1,0,0,8,,285,1.11,3.05,1,0.06,0.01,,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2016,0,276,3,0,0,0,1,0,0,8,,270,1.04,2.86,1,0.06,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Mangga,2016,0,1815,0,0,0,0,0,0,0,127,,1687,6.53,17.88,4,0.04,0.02,0,,04/01/2023 - 08:59
