Nama Kelompok,Nama komoditi,Tahun,Masukan,Keluaran,Impor,Ekpor,Perubahan stok,Pakan,Bibit,Makanan,Bukan makanan,Tercecer,Penggunaan lain,Bahan makanan,Kg tahun,Gram hari,Kalori hari,Protein hari,Lemak hari,Status angka,Kd uraian,Create at
Buah-buahan,Anggur,2013,0,9,39,0,0,0,0,0,0,0,,49,0.2,0.53,0,0,0,0,,04/01/2023 - 08:59
Buah-buahan,Lainnya,2013,0,242,1,0,0,0,0,0,0,2,,241,0.97,2.65,1,0.02,0.03,0,,04/01/2023 - 08:59
Buah-buahan,Alpokat,2012,0,294,0,0,0,0,0,0,0,2,,292,1.19,3.26,2,0.02,0.13,0,,04/01/2023 - 08:59
Buah-buahan,Jeruk,2012,0,1612,220,1,0,0,0,0,0,72,,1759,7.17,19.64,4,0.07,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Duku,2012,0,258,0,0,0,0,0,0,0,2,,256,1.04,2.86,1,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Durian,2012,0,888,20,0,0,0,0,0,0,91,,817,3.33,9.12,1,0.01,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Jambu,2012,0,313,0,0,0,0,0,0,0,3,,310,1.26,3.46,1,0.02,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Mangga,2012,0,2376,1,2,0,0,0,0,0,166,,2210,9,24.67,6,0.06,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Nanas,2012,0,1782,0,16,0,0,0,0,0,84,,1536,6.26,17.14,2,0.03,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2011,893,577,104,9,0,0,2,0,0,56,,614,2.54,6.95,2,0.08,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Pepaya,2012,0,906,0,0,0,0,0,0,0,56,,850,3.46,9.49,2,0.03,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Ketimun,2011,0,522,0,0,0,0,4,0,0,13,,505,2.09,5.72,0,0.01,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Merah,2011,0,93,0,0,0,0,3,0,0,3,,87,0.36,0.99,3,0.14,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Panjang,2011,0,458,0,0,0,0,2,0,0,13,,444,1.83,5.02,1,0.1,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Kentang,2011,0,955,93,5,0,0,12,0,0,52,,978,4.04,11.08,5,0.17,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Kubis/Kol,2011,0,1364,2,22,0,0,0,0,0,75,,1269,5.24,14.37,2,0.11,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Tomat,2011,0,954,0,1,0,0,7,0,0,84,,862,3.56,9.76,2,0.09,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Cabe,2011,0,1483,165,5,0,0,12,0,0,87,,1545,6.39,17.49,4,0.13,0.04,0,,04/01/2023 - 08:59
Sayur-sayuran,Terong,2011,0,519,0,1,0,0,4,0,0,13,,501,2.07,5.67,2,0.08,0.03,0,,04/01/2023 - 08:59
Buah-buahan,Pepaya,2012,0,906,0,0,0,0,0,0,0,56,,850,3.46,9.49,2,0.03,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Petsai/Sawi,2011,0,581,0,0,0,0,0,0,0,14,,567,2.34,6.42,0,0.04,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Mangga,2012,0,2376,1,2,0,0,0,0,0,166,,2210,9,24.67,6,0.06,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2011,0,527,1,0,0,0,4,0,0,13,,511,2.11,5.78,1,0.07,0.03,0,,04/01/2023 - 08:59
Buah-buahan,Nanas,2012,0,1782,0,162,0,0,0,0,0,84,,1536,6.26,17.14,2,0.03,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Kangkung,2011,0,355,0,0,0,0,2,0,0,9,,344,1.42,3.9,0,0.06,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Salak,2012,0,1035,0,1,0,0,0,0,0,70,,964,3.93,10.76,10,0.03,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Lobak,2011,0,27,0,0,0,0,0,0,0,1,,26,0.11,0.3,0,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Labu Siam,2011,0,428,0,0,0,0,2,0,0,12,,415,1.71,4.69,1,0.02,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2011,0,335,9,0,0,0,2,0,0,9,,333,1.38,3.77,1,0.07,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2011,0,161,0,1,0,0,1,0,0,4,,155,0.64,1.75,0,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,2012,0,135,0,0,0,0,0,0,0,1,,134,0.55,1.5,1,0.01,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Putih,2011,15,10,300,0,0,0,1,0,0,22,,288,1.19,3.26,2,0.11,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Semangka,2012,0,516,0,0,0,0,0,0,0,4,,511,2.08,5.71,0,0.01,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Kembang Kol,2011,0,113,0,0,0,0,0,0,0,3,,111,0.46,1.25,0,0.02,0,0,,04/01/2023 - 08:59
Buah-buahan,Belimbing,2012,0,92,0,0,0,0,0,0,0,1,,91,0.37,1.02,0,0,0,0,,04/01/2023 - 08:59
Buah-buahan,Manggis,2012,0,190,0,20,0,0,0,0,0,1,,169,0.69,1.88,0,0,0,0,,04/01/2023 - 08:59
Buah-buahan,Nangka/cempedak,2012,0,664,0,0,0,0,0,0,0,6,,658,2.68,7.35,1,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Markisa,2012,0,135,0,0,0,0,0,0,0,1,,133,0.54,1.49,1,0.03,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2012,0,52,0,0,0,0,0,0,0,1,,111,0.45,1.24,1,0.02,0,0,,04/01/2023 - 08:59
Buah-buahan,Sukun,2012,0,112,0,0,0,0,0,0,0,1,,111,0.45,1.24,1,0.02,0,0,,04/01/2023 - 08:59
Buah-buahan,Apel,2012,0,247,0,0,0,0,0,0,0,4,,427,1.74,4.77,2,0.02,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Anggur,2012,0,10,61,0,0,0,0,0,0,1,,71,0.29,0.79,0,0,0,0,,04/01/2023 - 08:59
Buah-buahan,Lainnya,2012,0,353,1,1,0,0,0,0,0,3,,351,1.43,3.92,1,0.02,0.04,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2013,1011,653,62,3,0,0,2,0,0,59,,650,2.61,7.16,2,0.09,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Ketimun,2013,0,492,0,0,0,0,3,0,0,13,,476,1.91,5.24,0,0.01,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Merah,2013,0,103,1,0,0,0,3,0,0,3,,98,0.39,1.08,3,0.15,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Panjang,2013,0,451,0,0,0,0,2,0,0,12,,436,1.75,4.81,1,0.1,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Kentang,2013,0,1124,101,6,0,0,15,0,0,61,,1144,4.6,12.6,6,0.19,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Kubis/Kol,2013,0,1481,0,46,0,0,0,0,0,80,,1355,5.45,14.92,2,0.12,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Tomat,2013,0,993,12,0,0,0,7,0,0,89,,908,3.65,10,2,0.09,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Wortel,2013,0,512,19,0,0,0,0,0,0,13,,518,2.08,5.7,1,0.04,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Terong,2013,0,546,0,1,0,0,4,0,0,14,,527,2.12,5.8,2,0.08,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Petsai/Sawi,2013,0,636,0,0,0,0,0,0,0,16,,620,2.49,6.83,0,0.04,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2013,0,580,0,0,0,0,4,0,0,14,,562,2.26,6.19,1,0.07,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Kangkung,2013,0,308,0,0,0,0,2,0,0,8,,299,1.2,3.29,0,0.05,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Lobak,2013,0,32,0,0,0,0,0,0,0,1,,31,0.31,0.34,0,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Labu Siam,2013,0,388,0,1,0,0,2,0,0,11,,375,1.51,4.13,1,0.02,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2013,0,327,3,0,0,0,1,0,0,9,,320,1.29,3.53,1,0.07,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2013,0,141,0,0,0,0,1,0,0,4,,137,0.55,1.5,0,0.01,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Putih,2013,16,11,315,0,0,0,1,0,0,23,,302,1.21,3.33,2,0.12,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Kembang Kol,2013,0,151,0,0,0,0,0,0,0,4,,147,0.59,1.62,0,0.02,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Melinjo,2013,0,221,0,0,0,0,0,0,0,6,,215,0.86,2.37,1,0.07,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Petai,2013,0,207,0,0,0,0,0,0,0,5,,202,0.81,2.22,0,0.03,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Lainnya sayur-sayuran,2013,0,7,0,0,0,0,0,0,0,0,,7,0.03,0.07,0,0.01,0,0,,04/01/2023 - 08:59
Susu,Susu Sapi,2012,0,960,0,0,0,96,0,0,0,65,,809,3.03,9.03,6,0.29,0.32,0,,04/01/2023 - 08:59
Susu,Susu Sapi,2013,0,787,0,0,0,79,0,0,0,45,,663,2.67,7.3,4,0.23,0.26,0,,04/01/2023 - 08:59
Susu,Susu Sapi,2014,0,801,0,0,0,80,0,0,0,46,,675,2.68,7.33,4,0.23,0.26,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2014,1234,797,48,3,0,0,2,0,0,70,,770,3.05,8.36,3,0.1,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Ketimun,2014,0,478,0,478,0,0,3,0,0,12,,463,1.84,5.03,0,0.01,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Merah,2014,0,100,1,0,0,0,3,0,0,3,,96,0.38,1.04,3,0.14,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Panjang,2014,0,451,0,0,0,0,2,0,0,12,,436,1.73,4.74,1,0.1,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Kentang,2014,0,1348,86,6,0,0,17,0,0,72,,1339,5.31,14.55,6,0.22,0.02,0,,04/01/2023 - 08:59
Susu,Susu Impor,2014,0,0,3132,243,0,0,0,0,11,0,,2877,11,31,19,1,1,0,,04/01/2023 - 08:59
Sayur-sayuran,Ketimun,2016,0,493,0,0,0,0,4,0,0,12,,477,1,5,0,0,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Merah,2016,0,103,0,0,0,0,3,0,0,3,,98,0,1,3,0,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Panjang,2016,0,465,0,0,0,0,2,0,0,13,,450,1,4,1,0,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Kentang,2016,0,1405,19,6,0,0,17,0,0,71,,1330,5,14,6,0,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Tomat,2016,0,954,3,0,0,0,7,0,0,84,,0,865,3,9,2,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Wortel,2016,0,511,9,0,0,0,0,0,0,13,,507,1,5,1,0,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Cabe,2016,0,2100,53,4,0,0,15,0,0,113,,2020,7,21,5,0,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Kangkung,2016,0,333,0,0,0,0,2,0,0,9,,323,1,3,0,0,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2014,797,1234,75,4,0,0,2,0,0,72,,793,3,8,3,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Ketimun,2014,478,0,0,0,0,0,3,0,0,12,,463,1,5,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2016,0,332,1,0,0,0,1,0,0,9,,322,1,3.41,1,0,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2016,0,140,0,0,0,0,1,0,0,4,,136,0,1,0,0,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Jamur,2016,0,36,1,5,0,0,0,0,0,1,,31,0,0,0,0,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Melinjo,2016,0,200,0,0,0,0,0,0,0,5,,195,0,2,1,0,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Lainnya sayur-sayuran,2016,0,7,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Kubis/Kol,2014,0,1436,2,25,0,0,0,0,0,79,,1334,5,14,2,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Tomat,2014,0,916,10,0,0,0,7,0,0,82,,838,3,9,2,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Wortel,2014,0,496,42,0,0,0,0,0,0,13,,524,2,5,1,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Terong,2014,0,557,0,1,0,0,4,0,0,14,,538,2,5,2,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Petsai/Sawi,2014,0,602,0,0,0,0,0,0,0,15,,588,2,6,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2014,0,585,0,0,0,0,4,0,0,14,,566,2,6,1,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Kangkung,2014,0,320,0,0,0,0,2,0,0,8,,310,1,3,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Lobak,2014,0,320,0,0,0,0,0,0,0,1,,31,0,0,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Labu Siam,2014,0,358,0,0,0,0,2,0,0,10,,346,1,3,1,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2014,0,318,3,0,0,0,1,0,0,9,,311,1,3,1,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2014,0,134,0,0,0,0,1,0,0,4,,130,0,1,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Putih,2014,17,12,495,0,0,0,1,0,0,36,,469,1,5,4,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Kembang Kol,2014,0,137,0,0,0,0,0,0,0,4,,133,0,1,0,0,0,,,04/01/2023 - 08:59
Daging,Daging Kerbau,2015,35,25,0,0,0,0,0,0,0,1,,24,0.09,0.25,0,0.05,0,,,04/01/2023 - 08:59
Daging,Daging Kerbau,2016,37,26,0,0,0,0,0,0,0,1,,25,0.1,0.26,0,0.05,0,1,,04/01/2023 - 08:59
Daging,Daging Kambing,2015,65,44,0,0,0,0,0,0,0,2,,42,0.16,0.45,1,0.07,0.04,,,04/01/2023 - 08:59
Daging,Daging Kambing,2016,67,45,0,0,0,0,0,0,0,2,,43,0.17,0.46,1,0.08,0.04,1,,04/01/2023 - 08:59
Daging,Daging Domba,2015,45,32,3,0,0,0,0,0,0,2,,33,0.13,0.35,1,0.06,0.08,,,04/01/2023 - 08:59
Daging,Daging Domba,2016,48,35,0,0,0,0,0,0,0,2,,33,0.13,0.35,1,0.06,0.08,1,,04/01/2023 - 08:59
Daging,Daging Kuda,2016,2,2,0,0,0,0,0,0,0,0,,2,0.01,0.02,0,0,0,1,,04/01/2023 - 08:59
Daging,Daging Kuda,2015,2,2,0,0,0,0,0,0,0,0,,2,0.01,0.02,0,0,0,,,04/01/2023 - 08:59
Daging,Daging Babi,2016,342,231,0,0,0,0,0,0,0,12,,219,0.85,2.32,10,0.3,0.93,1,,04/01/2023 - 08:59
Daging,Daging Ayam Buras,2015,0,300,0,0,0,0,0,0,0,15,,285,1.11,3.05,5,0.32,0.44,,,04/01/2023 - 08:59
Daging,Daging Ayam Buras,2016,0,316,0,0,0,0,0,0,0,16,,300,1.16,3.17,6,0.34,0.46,1,,04/01/2023 - 08:59
Daging,Daging Ayam Ras,2015,0,1731,0,0,0,0,0,0,0,87,,1645,6.44,17.64,31,1.86,2.56,,,04/01/2023 - 08:59
Daging,Daging Itik,2015,0,35,3,0,0,0,0,0,0,2,,36,0.14,0.38,1,0.03,0.06,,,04/01/2023 - 08:59
Daging,Jeroan semua jenis,2015,0,355,2,0,0,0,0,0,0,0,,358,1.4,3.83,5,0.6,0.25,,,04/01/2023 - 08:59
Daging,Daging Ayam Ras,2016,0,1795,0,0,0,0,0,0,0,90,,1706,6.59,18.06,32,1.91,2.62,1,,04/01/2023 - 08:59
Daging,Daging Itik,2016,0,36,1,0,0,0,0,0,0,2,,35,0.14,0.37,1,0.03,0.06,1,,04/01/2023 - 08:59
Daging,Jeroan semua jenis,2016,0,369,7,0,0,0,0,0,0,0,,376,1.45,3.98,5,0.62,0.25,1,,04/01/2023 - 08:59
Buah-buahan,Alpokat,2014,0,307,0,0,0,0,0,0,0,2,,305,1.21,3.31,2,0.02,0.13,,,04/01/2023 - 08:59
Buah-buahan,Jeruk,2014,0,1927,147,1,0,0,0,0,0,81,,1991,7.9,21.64,5,0.08,0.02,,,04/01/2023 - 08:59
Buah-buahan,Duku,2014,0,208,0,0,0,0,0,0,0,2,,207,0.82,2.25,1,0.01,0,,,04/01/2023 - 08:59
Buah-buahan,Durian,2014,0,859,8,0,0,0,0,0,0,87,,780,3.09,8.47,1,0.01,0.01,,,04/01/2023 - 08:59
Buah-buahan,Jambu,2013,0,279,0,0,0,0,0,0,0,2,,277,1.1,3.01,1,0.02,0.01,,,04/01/2023 - 08:59
Buah-buahan,Mangga,2014,0,2431,0,1,0,0,0,0,0,170,,2260,8.96,24.56,6,0.06,0.02,,,04/01/2023 - 08:59
Buah-buahan,Nanas,2014,0,1835,0,171,0,0,0,0,0,87,,1578,6.26,17.14,2,0.03,0.01,,,04/01/2023 - 08:59
Buah-buahan,Nanas,2014,0,1835,0,171,0,0,0,0,0,87,,1578,6.26,17.14,2,0.03,0.01,,,04/01/2023 - 08:59
Buah-buahan,Pepaya,2014,0,840,0,0,0,0,0,0,0,52,,788,3.12,8.56,2,0.02,0,,,04/01/2023 - 08:59
Buah-buahan,Pisang,2014,0,6863,1,26,0,0,0,0,0,321,,6516,25.84,70.79,34,0.37,0.11,,,04/01/2023 - 08:59
Buah-buahan,Rambutan,2014,0,737,0,1,0,0,0,0,0,6,,731,2.9,7.94,1,0.01,0.02,,,04/01/2023 - 08:59
Buah-buahan,Salak,2014,0,1119,0,1,0,0,0,0,0,76,,1042,4.13,11.32,10,0.04,0.01,,,04/01/2023 - 08:59
Buah-buahan,Sawo,2014,0,138,0,0,0,0,0,0,0,1,,137,0.54,1.49,1,0.01,0.02,,,04/01/2023 - 08:59
Buah-buahan,Semangka,2014,0,654,0,0,0,0,0,0,0,5,,648,2.57,7.04,0,0.01,0,,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2014,0,797,75,4,0,0,2,0,0,72,,793,3.14,8.61,3,0.1,0.02,,,04/01/2023 - 08:59
Buah-buahan,Belimbing,2014,0,82,0,0,0,0,0,0,0,1,,81,0.32,0.88,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2015,1235,797,17,8,0,0,2,0,0,67,,737,2.88,7.9,2,0.1,0.02,,,04/01/2023 - 08:59
Buah-buahan,Manggis,2014,0,115,0,10,0,0,0,0,0,1,,104,0.41,1.13,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2014,1234,797,75,4,0,0,2,0,0,72,,793,3.14,8.61,3,0.1,0.02,,,04/01/2023 - 08:59
Buah-buahan,Nangka/cempedak,2014,0,644,0,0,0,0,0,0,0,5,,0,2.53,6.94,1,0.01,0,,,04/01/2023 - 08:59
Buah-buahan,Markisa,2014,0,108,0,0,0,0,0,0,0,1,,107,0.43,1.17,1,0.02,0.01,,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2014,0,53,0,0,0,0,0,0,0,0,,53,0.21,0.57,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sukun,2014,0,103,0,0,0,0,0,0,0,1,,103,0.41,1.11,1,0.01,0,,,04/01/2023 - 08:59
Buah-buahan,Apel,2014,0,243,140,0,0,0,0,0,0,3,,380,1.51,4.12,2,0.02,0.01,,,04/01/2023 - 08:59
Buah-buahan,Lainnya,2014,0,248,0,0,0,0,0,0,0,2,,246,0.98,2.68,1,0.02,0.03,,,04/01/2023 - 08:59
Sayur-sayuran,Ketimun,2014,0,478,0,0,0,0,3,0,0,12,,463,1.84,5.03,0,0.01,0,,,04/01/2023 - 08:59
Buah-buahan,Alpokat,2015,0,383,0,0,0,0,0,0,0,3,,379,1.49,4.07,2,0.02,0.16,,,04/01/2023 - 08:59
Buah-buahan,Jeruk,2015,0,1856,113,1,0,0,0,0,0,77,,1891,7.4,20.28,4,0.08,0.02,,,04/01/2023 - 08:59
Buah-buahan,Duku,2015,0,274,0,0,0,0,0,0,0,2,,272,1.07,2.92,1,0.01,0,,,04/01/2023 - 08:59
Buah-buahan,Durian,2015,0,996,0,0,0,0,0,0,0,100,,902,3.53,9.67,1,0.01,0.01,,,04/01/2023 - 08:59
Buah-buahan,Jambu,2015,0,288,0,0,0,0,0,0,0,2,,286,1.12,3.07,1,0.02,0.01,,,04/01/2023 - 08:59
Buah-buahan,Mangga,2015,0,2179,0,1,0,0,0,0,0,152,,2025,7.93,21.72,5,0.05,0.02,,,04/01/2023 - 08:59
Buah-buahan,Mangga,2015,0,2179,0,1,0,0,0,0,0,152,,2025,7.93,21.72,5,0.05,0.02,,,04/01/2023 - 08:59
Buah-buahan,Nanas,2015,0,1730,0,173,0,0,0,0,0,81,,1476,5.78,15.82,2,0.03,0.01,,,04/01/2023 - 08:59
Buah-buahan,Pepaya,2015,0,851,0,0,0,0,0,0,0,53,,798,3.13,8.56,2,0.02,0,,,04/01/2023 - 08:59
Buah-buahan,Pisang,2015,0,7299,0,0,0,0,0,0,0,342,,6935,27.15,74.37,36,0.39,0.12,,,04/01/2023 - 08:59
Buah-buahan,Rambutan,2015,0,883,0,1,0,0,0,0,0,7,,875,3.42,9.38,1,0.01,0.02,,,04/01/2023 - 08:59
Buah-buahan,Salak,2015,0,965,0,2,0,0,0,0,0,65,,898,3.51,9.63,9,0.03,0.01,,,04/01/2023 - 08:59
Buah-buahan,Sawo,2015,0,135,0,0,0,0,0,0,0,1,,134,0.52,1.43,1,0.01,0.02,,,04/01/2023 - 08:59
Buah-buahan,Semangka,2015,0,576,0,1,0,0,0,0,0,5,,0,571,2.23,6.12,0,0.01,,,04/01/2023 - 08:59
Buah-buahan,Belimbing,2015,0,99,0,0,0,0,0,0,0,1,,98,0.38,1.05,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Manggis,2015,0,203,0,38,0,0,0,0,0,1,,164,0.64,1.75,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Belimbing,2015,0,99,0,0,0,0,0,0,0,1,,98,0.38,1.05,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Nangka/cempedak,2015,0,699,0,0,0,0,0,0,0,6,,0,694,2.72,7.44,1,0.01,,,04/01/2023 - 08:59
Buah-buahan,Markisa,2015,0,113,0,0,0,0,0,0,0,1,,112,0.04,1.2,1,0.02,0.01,,,04/01/2023 - 08:59
Buah-buahan,Markisa,2015,0,113,0,0,0,0,0,0,0,1,,112,0.44,1.2,1,0.02,0.01,,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2015,0,59,0,0,0,0,0,0,0,0,,58,0.23,0.63,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sukun,2015,0,125,0,0,0,0,0,0,0,1,,124,0.49,1.33,1,0.02,0,,,04/01/2023 - 08:59
Buah-buahan,Apel,2015,0,238,84,0,0,0,0,0,0,3,,320,1.25,3.43,1,0.01,0.01,,,04/01/2023 - 08:59
Buah-buahan,Anggur,2015,0,11,0,48,0,0,0,0,0,0,,59,0.23,0.63,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Lainnya,2015,0,204,1,0,0,0,0,0,0,2,,203,0.79,2.17,1,0.01,0.02,,,04/01/2023 - 08:59
Buah-buahan,Alpokat,2016,0,305,0,0,0,0,0,0,0,2,,302,1.17,3.21,2,0.02,0.13,0,,04/01/2023 - 08:59
Buah-buahan,Duku,2016,0,206,0,0,0,0,0,0,0,2,,204,0.79,2.17,1,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Durian,2015,0,891,0,0,0,0,0,0,0,89,,801,3.01,8.49,1,0.01,0.01,,,04/01/2023 - 08:59
Buah-buahan,Mangga,2015,0,2520,0,0,0,0,0,0,0,176,,2344,9.06,24.82,6,0.06,0.02,,,04/01/2023 - 08:59
Buah-buahan,Nanas,2016,0,1880,0,107,0,0,0,0,0,92,,1681,6.5,17.8,2,0.03,0.01,1,,04/01/2023 - 08:59
Buah-buahan,Pepaya,2016,0,866,0,0,0,0,0,0,0,54,,812,3.14,8.6,2,0.02,0,1,,04/01/2023 - 08:59
Buah-buahan,Pisang,2016,0,6976,0,19,0,0,0,0,0,327,,6630,25.63,70.21,34,0.37,0.11,1,,04/01/2023 - 08:59
Buah-buahan,Rambutan,2016,0,762,0,0,0,0,0,0,0,78,,1064,4.11,11.27,10,0.04,0.01,1,,04/01/2023 - 08:59
Buah-buahan,Salak,2016,0,1141,0,0,0,0,0,0,0,78,,1064,4.11,11.27,10,0.04,0.01,1,,04/01/2023 - 08:59
Buah-buahan,Belimbing,2016,0,84,0,0,0,0,0,0,0,1,,83,0.32,0.88,0,0,0,1,,04/01/2023 - 08:59
Buah-buahan,Manggis,2016,0,119,0,0,0,0,0,0,0,1,,118,0.46,1.25,0,0,0,1,,04/01/2023 - 08:59
Buah-buahan,Nangka/cempedak,2016,0,0,664,0,0,0,0,0,0,6,,658,2.54,6.97,1,0.01,0,1,,04/01/2023 - 08:59
Buah-buahan,Markisa,2016,0,111,0,0,0,0,0,0,0,1,,111,0.43,1.17,1,0.02,0.01,1,,04/01/2023 - 08:59
Buah-buahan,Sukun,2016,0,107,0,0,0,0,0,0,0,1,,106,0.41,1.12,1,0.01,0,1,,04/01/2023 - 08:59
Buah-buahan,Anggur,2016,0,11,14,0,0,0,0,0,0,2,,279,1.08,2.95,1,0.01,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Lainnya,2016,0,256,0,0,0,0,0,0,0,2,,254,0.98,2.69,1,0.02,0.03,1,,04/01/2023 - 08:59
Sayur-sayuran,Ketimun,2015,0,448,0,0,0,0,3,0,0,11,,433,1.7,4.65,0,0.01,0,,,04/01/2023 - 08:59
Sayur-sayuran,Ketimun,2016,0,493,0,0,0,0,4,0,0,12,,477,1,5.05,0,0.01,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Merah,2014,0,100,1,0,0,0,3,0,0,3,,96,0.38,1.04,3,0.14,0.02,,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Panjang,2014,0,451,0,0,0,0,2,0,0,12,,436,1.73,4.73,1,0.1,0.02,,,04/01/2023 - 08:59
Sayur-sayuran,Kentang,2014,0,1348,86,6,0,0,17,0,0,72,,1339,5.31,14.55,6,0.22,0.02,,,04/01/2023 - 08:59
