tahun,bulan,total_kalori_hari,jumlah_komoditi,populasi,date,month_sin,month_cos,kalori_ma3,kalori_std3,kalori_ma6,kalori_std6,kalori_ma12,kalori_std12,kalori_lag1,kalori_lag2,kalori_lag3,kalori_lag6,kalori_lag12,period
2020,10,1105818.575668388,8,258056881.0,2020-10-01,-0.8660254037844386,0.5000000000000001,819313.4290702417,252534.10507619442,901661.3471222887,264209.5765335252,842895.2709850796,234194.4917391958,629054.7396136388,723066.9719286985,641389.6272465144,630666.5307095292,1046466.0936108595,2020-10-01
2020,11,1583516.4983971098,8,258056881.0,2020-11-01,-0.5000000000000004,0.8660254037844384,1106129.9378930454,477230.95557060844,964933.3881350681,373791.6953358351,887649.4713839339,314261.2001040852,1105818.575668388,629054.7396136388,723066.9719286985,1203884.2523204335,1046466.0936108595,2020-11-01
2020,12,1114030.9424848256,8,258056881.0,2020-12-01,-2.4492935982947064e-16,1.0,1267788.6721834412,273459.1485512767,966146.2258898625,374355.272504429,893279.8754567644,317948.9030362372,1583516.4983971098,1105818.575668388,629054.7396136388,1106753.9159560592,1046466.0936108595,2020-12-01
2021,1,1033601.1655971621,8,261153564.0,2021-01-01,0.49999999999999994,0.8660254037844387,1243716.2021596993,297010.80492942454,1031514.8156149705,338867.040489909,926914.1325980853,308780.5845496506,1114030.9424848256,1583516.4983971098,1105818.575668388,641389.6272465144,629990.07990131,2021-01-01
2021,2,547590.8820739206,8,261153564.0,2021-02-01,0.8660254037844386,0.5000000000000001,898407.6633853028,306466.22618130164,1002268.8006391741,376314.9426954218,912369.07013416,323083.368487862,1033601.1655971621,1114030.9424848256,1583516.4983971098,723066.9719286985,722131.6316410273,2021-02-01
2021,3,1033601.1655971621,8,261153564.0,2021-03-01,1.0,6.123233995736766e-17,871597.7377560815,280598.16802107025,1069693.2049697614,329387.7230347161,946081.2722994535,311740.5029714991,547590.8820739206,1033601.1655971621,1114030.9424848256,629054.7396136388,629054.7396136388,2021-03-01
2021,4,1027273.379843738,8,261153564.0,2021-04-01,0.8660254037844387,-0.4999999999999998,869488.4758382734,278789.4472027158,1056602.3389989864,329225.6171546785,979131.8430606375,295880.9910490303,1033601.1655971621,547590.8820739206,1033601.1655971621,1105818.575668388,630666.5307095292,2021-04-01
2021,5,547590.8820739206,8,261153564.0,2021-05-01,0.49999999999999994,-0.8660254037844387,869488.4758382736,278789.4472027158,883948.0696117883,262505.1185921443,924440.7288734281,310837.82813470653,1027273.379843738,1033601.1655971621,547590.8820739206,1583516.4983971098,1203884.2523204335,2021-05-01
2021,6,1033601.1655971621,8,261153564.0,2021-06-01,1.2246467991473532e-16,-1.0,869488.4758382734,278789.4472027158,870543.1067971777,250169.72199509252,918344.66634352,307638.16828091204,547590.8820739206,1027273.379843738,1033601.1655971621,1114030.9424848256,1106753.9159560592,2021-06-01
2021,7,546333.4546766605,8,261153564.0,2021-07-01,-0.4999999999999997,-0.8660254037844388,709175.1674492477,280961.8594874005,789331.8216437605,265283.538873553,910423.3186293655,316513.52740657807,1033601.1655971621,547590.8820739206,1027273.379843738,1033601.1655971621,641389.6272465144,2021-07-01
